marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name
2021 Škoda Karoq,black,PETROL,ŠKODA,AUTOMATIC,22500,23000,WA,2021,Karoq,3.0,3.5,2.0,Compact SUV,AWD,KAROQ
2011 Holden Captiva,burgundy,PETROL,HOLDEN,AUTOMATIC,159000,3000,WA,2011,Captiva,2.5,2.5,3.5,SUV,AWD,CAPTIVA
2006 HSV GTS,silver,PETROL,HSV,AUTOMATIC,192463,49000,WA,2006,GTS,4.8,4.5,4,Sedan,RWD,GTS
2025 Mazda BT-50,white,OTHER,MAZDA,AUTOMATIC,1850,61988,WA,2025,BT-50,3.5,3.0,4.5,Dual-Cab UTE,4WD,BT-50
2017 Toyota hilux workmate diesel 4x2,white,DIESEL,TOYOTA,MANUAL,208757,17970,WA,2017,hilux workmate diesel 4x2,2.5,1.5,4.0,Tray back,RWD,HILUX
2010 Hyundai i30,black,PETROL,HYUNDAI,AUTOMATIC,230000,5500,WA,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30
2012 Holden Captiva,black,DIESEL,HOLDEN,AUTOMATIC,151000,5000,WA,2012,Captiva,2.5,2.5,3.5,Medium SUV,AWD,CAPTIVA
2002 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,50000,28000,WA,2002,Patrol,2.5,2.0,4.0,Large SUV,4WD,PATROL
2007 Mazda Mazda3,gold,PETROL,MAZDA,AUTOMATIC,237000,6500,WA,2007,Mazda3,2.5,2.5,2,Hatchback,FWD,3
2013 Volkswagen GOLF,grey,PETROL,VOLKSWAGEN,AUTOMATIC,193000,9000,WA,2013,Golf,3.0,3.0,2.0,Hatchback,FWD,GOLF
2015 Holden Cruze CDX Series 2,white,PETROL,HOLDEN,AUTOMATIC,179000,5900,WA,2015,cruze cdx series 2,2.5,3.0,2.0,Sedan,FWD,CRUZE
2004 Subaru Forester,white,OTHER,SUBARU,MANUAL,182953,8000,WA,2004,Forester,2.5,2.5,3.0,SUV,AWD,FORESTER
2008 Toyota Corolla,blue,OTHER,TOYOTA,AUTOMATIC,320000,3999,WA,2008,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2025 Mazda BT-50,white,OTHER,MAZDA,AUTOMATIC,3542,62800,WA,2025,BT-50,3.5,3.0,4.5,Dual-Cab UTE,4WD,BT-50
2013 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,351000,8800,WA,2013,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2008 Toyota Corolla Conquest,grey,PETROL,TOYOTA,AUTOMATIC,106000,11999,WA,2008,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA
2011 Peugeot 308,grey,PETROL,PEUGEOT,AUTOMATIC,113010,3500,NSW,2011,308,3.0,3.0,2.0,Hatchback,FWD,308
2019 Honda N Box,silver,PETROL,HONDA,AUTOMATIC,17333,22995,NSW,2019,n box,1.5,2.0,1.5,Hatchback,FWD,N-BOX
2008 Audi Q7,charcoal,DIESEL,AUDI,AUTOMATIC,210100,13500,NSW,2008,Q7,3.5,4.0,4.0,Large SUV,AWD,Q7
2010 Mazda Mazda3,white,PETROL,MAZDA,AUTOMATIC,186000,7000,NSW,2010,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2003 Mercedes-Benz C180 Kompressor Classic ,blue,PETROL,MERCEDES-BENZ,AUTOMATIC,169368,6000,NSW,2003,c180 kompressor classic,2.5,3.5,2,Sedan,RWD,C180-KOMPRESSOR-CLASSIC
2013 Jeep Grand Cherokee Laredo MY14 SN2428E,white,PETROL,JEEP,AUTOMATIC,185231,12995,NSW,2013,grand cherokee laredo my14 sn2428e,3.2,3.0,4.0,Large SUV,4WD,GRAND-CHEROKEE
2005 Ford falcon ba mk2 xr8,yellow,PETROL,FORD,AUTOMATIC,185386,23499,NSW,2005,falcon ba mk2 xr8,4.5,3.5,4.0,Sedan,RWD,FALCON-XR8
2014 Ford Territory,silver,PETROL,FORD,AUTOMATIC,135793,16999,NSW,2014,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY
2010 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,290000,49000,NSW,2010,Landcruiser Prado,3.5,3.5,4,Large SUV,4WD,LANDCRUISER-PRADO
2013 Mazda 3 mps,red,PETROL,MAZDA,MANUAL,100000,18000,NSW,2013,3 mps,4.0,3.5,2.0,Hatchback,FWD,3-MPS
2008 Kia Rondo,white,PETROL,KIA,AUTOMATIC,116000,4900,NSW,2008,Rondo,2.5,2.0,3.0,People mover,FWD,RONDO
2016 HINO 921 medium auto pantech wide cab,white,DIESEL,HINO,AUTOMATIC,315000,54490,NSW,2016,921 medium auto pantech wide cab,2.0,1.5,4.5,Truck,RWD,921
2017 Ford Mustang,white,PETROL,FORD,AUTOMATIC,60821,39999,VIC,2017,Mustang,4.0,3.5,3.0,Coupe,RWD,MUSTANG
2017 Land Rover Discovery Sport,grey,DIESEL,LAND-ROVER,AUTOMATIC,67000,31500,VIC,2017,Discovery Sport,3.0,4.0,3.0,Compact SUV,AWD,DISCOVERY-SPORT
2009 Audi Q5,black,PETROL,AUDI,AUTOMATIC,160000,9500,NSW,2009,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5
2006 Honda Odyssey,brown,PETROL,HONDA,AUTOMATIC,192365,5500,NSW,2006,Odyssey,2.5,3.0,4.0,People mover,FWD,ODYSSEY
2014 Holden cruze cd wagon,white,PETROL,HOLDEN,AUTOMATIC,135000,7500,VIC,2014,cruze cd wagon,2.5,2.0,2.0,Wagon,FWD,CRUZE
2003 Mazda RX-8,blue,PETROL,MAZDA,AUTOMATIC,220000,7500,VIC,2003,RX-8,4.0,3.5,2.0,Coupe,RWD,RX-8
2011 Audi A4,silver,PETROL,AUDI,AUTOMATIC,140000,8000,VIC,2011,A4,3.5,4.0,3.0,Sedan,AWD,A4
2014 Volkswagen GOLF GTI Auto,white,PETROL,VOLKSWAGEN,AUTOMATIC,168228,16500,VIC,2014,golf gti auto,4.0,3.5,2.0,Hatchback,FWD,GOLF-GTI
2014 Renault Trafic,white,OTHER,RENAULT,AUTOMATIC,110000,8000,VIC,2014,Trafic,2.0,2.0,4.0,Cargo Van,FWD,TRAFIC
2003 Toyota Landcruiser 100,grey,DIESEL,TOYOTA,MANUAL,163800,37999,VIC,2003,Landcruiser 100,3.5,3.5,5,Large SUV,4WD,LANDCRUISER
2015 Renault Kangoo,white,DIESEL,RENAULT,MANUAL,198000,8000,VIC,2015,Kangoo,2.0,2.0,3.0,Cargo Van,FWD,KANGOO
2020 Volkswagen Caddy,white,DIESEL,VOLKSWAGEN,AUTOMATIC,3000,27000,VIC,2020,Caddy,2.5,2.5,3.0,Cargo van,FWD,CADDY
2020 Volkswagen Polo,white,PETROL,VOLKSWAGEN,AUTOMATIC,23300,21449,VIC,2020,Polo,3.0,3.0,2.0,Hatchback,FWD,POLO
2005 Toyota Hilux,silver,PETROL,TOYOTA,MANUAL,336333,12980,VIC,2005,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2017 Ford Mustang,red,DIESEL,FORD,AUTOMATIC,157000,29999,VIC,2017,Mustang,4.0,3.5,3.0,Coupe,RWD,MUSTANG
2013 Audi Q7 S-LINE 7 SEATER (RWC & REGO✅),silver,DIESEL,AUDI,AUTOMATIC,173000,15500,VIC,2013,q7 s-line 7 seater (rwc & rego✅),3.5,4.0,4.0,Large SUV,AWD,Q7-S-LINE
2019 Mitsubishi Triton ,grey,DIESEL,MITSUBISHI,MANUAL,192000,21999,QLD,2019,triton,3.5,2.5,4.0,Dual-Cab UTE,4WD,TRITON
"2012 Nissan Dualis, 7 Seater, Auto, Rego, RWc, Warranty, Finance",silver,PETROL,NISSAN,AUTOMATIC,220078,8650,QLD,2012,"rego, rwc, warranty, finance",2.5,2.5,3.0,Compact SUV,FWD,DUALIS
2013 Toyota CROWN MAJESTA C,black,PETROL,TOYOTA,AUTOMATIC,148250,18500,NSW,2013,crown majesta c,3.5,4.0,4.0,Limousine,RWD,CROWN-MAJESTA
2008 Nissan X-Trail,gold,PETROL,NISSAN,AUTOMATIC,293221,7995,QLD,2008,X-Trail,2.5,2.5,3.0,Compact SUV,AWD,X-TRAIL
2018 Holden Astra,white,OTHER,HOLDEN,AUTOMATIC,50600,14499,QLD,2018,Astra,3.0,2.5,2.0,Hatchback,FWD,ASTRA
2009 Volkswagen Tiguan,grey,DIESEL,VOLKSWAGEN,MANUAL,269000,4500,QLD,2009,Tiguan,3.0,3.0,2.0,Compact SUV,AWD,TIGUAN
2007 Nissan Navara,white,DIESEL,NISSAN,MANUAL,201100,6500,QLD,2007,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2018 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,AUTOMATIC,232000,15000,QLD,2018,Tiguan,3.0,3.5,3.0,Medium SUV,AWD,TIGUAN
2009 Toyota Hilux,gold,DIESEL,TOYOTA,AUTOMATIC,278000,26500,QLD,2009,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2009 BMW 320 Diesel One owner,black,DIESEL,BMW,AUTOMATIC,178000,11990,QLD,2009,320 diesel one owner,3.0,4.0,3.0,Sedan,RWD,320
2018 Mitsubishi Triton GLX ADAS Auto,white,DIESEL,MITSUBISHI,AUTOMATIC,170000,18199,QLD,2018,triton glx adas auto,3.0,2.0,4.0,Dual-Cab UTE,4WD,TRITON
2011 Mazda BT-50,blue,DIESEL,MAZDA,MANUAL,260000,17000,QLD,2011,BT-50,3.0,2.0,4.0,Dual-Cab UTE,4WD,BT-50
2016 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,183000,11500,VIC,2016,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE
2021 Nissan X-Trail,silver,PETROL,NISSAN,AUTOMATIC,110200,21499,VIC,2021,X-Trail,2.5,3.0,3.0,Medium SUV,AWD,X-TRAIL
2023 Ford Ranger XL dual cab,white,DIESEL,FORD,AUTOMATIC,224953,39999,VIC,2023,ranger xl dual cab,3.0,1.5,4.0,Dual-Cab UTE,4WD,RANGER
2013 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,AUTOMATIC,97500,14990,WA,2013,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2005 Toyota Corolla,silver,PETROL,TOYOTA,MANUAL,288334,3500,WA,2005,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA
2017 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,AUTOMATIC,187000,12500,VIC,2017,Tiguan,,,,,,
2001 Ford Laser,white,PETROL,FORD,AUTOMATIC,234600,3950,WA,2001,Laser,2.0,2.0,2.0,Hatchback,FWD,LASER
2008 Mazda Mazda3,gold,PETROL,MAZDA,AUTOMATIC,223000,6000,WA,2008,Mazda3,3.0,2.5,2.0,Sedan,FWD,3
2023 Nissan Qashqai,grey,PETROL,NISSAN,AUTOMATIC,28000,39999,WA,2023,Qashqai,3.0,3.5,2.5,Compact SUV,FWD,QASHQAI
2012 Hyundai Elantra,blue,PETROL,HYUNDAI,AUTOMATIC,170012,12888,VIC,2012,Elantra,2.5,2.5,2,Sedan,FWD,ELANTRA
2012 MINI Countryman,white,PETROL,MINI,AUTOMATIC,82000,15000,VIC,2012,Countryman,2.5,3.5,2.0,Compact SUV,AWD,COUNTRYMAN
2019 Toyota Yaris,white,PETROL,TOYOTA,AUTOMATIC,105000,16500,NSW,2019,Yaris,2.0,2.5,1.0,Hatchback,FWD,YARIS
2014 Toyota Camry,red,OTHER,TOYOTA,AUTOMATIC,121102,15000,VIC,2014,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2023 Volkswagen T-CROSS ,blue,PETROL,VOLKSWAGEN,AUTOMATIC,58453,19989,WA,2023,t-cross,3.0,2.5,2.0,Compact SUV,FWD,T-CROSS
2007 Nissan X-Trail,gold,PETROL,NISSAN,MANUAL,270000,8500,WA,2007,X-Trail,3.0,2.5,2.0,SUV,4WD,X-TRAIL
2006 Ford Fiesta,black,OTHER,FORD,AUTOMATIC,245000,3500,WA,2006,Fiesta,2.5,2.0,1.5,Hatchback,FWD,FIESTA
2009 Hyundai Getz,white,PETROL,HYUNDAI,MANUAL,190000,3500,NSW,2009,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ
2012 Honda Civic,red,OTHER,HONDA,MANUAL,86660,10000,NSW,2012,Civic,2.5,2.0,2.0,Sedan,FWD,CIVIC
2013 Hyundai Ix35,white,PETROL,HYUNDAI,AUTOMATIC,159500,10800,NSW,2013,Ix35,2.5,2.0,2.0,Compact SUV,FWD,IX35
2015 Hyundai Santa Fe,white,DIESEL,HYUNDAI,AUTOMATIC,346698,7900,NSW,2015,Santa Fe,3.0,3.5,4.0,Large SUV,AWD,SANTA-FE
2016 Kia Sportage,white,PETROL,KIA,AUTOMATIC,136000,17000,NSW,2016,Sportage,2.5,3.0,3,Compact SUV,AWD,SPORTAGE
2016 BMW M3,grey,PETROL,BMW,AUTOMATIC,95000,64999,NSW,2016,series 3,4.5,4.5,3.0,Sedan,RWD,M3
2013 Hyundai Ix35,grey,OTHER,HYUNDAI,AUTOMATIC,258400,5500,NSW,2013,Ix35,2.5,2.0,2.0,Compact SUV,FWD,IX35
2017 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,135000,18000,NSW,2017,Corolla,2.5,3.0,2.0,Hatchback,FWD,COROLLA
2006 Mitsubishi Lancer,silver,OTHER,MITSUBISHI,MANUAL,194000,66000,NSW,2006,Lancer,3.0,2.0,2.0,Sedan,FWD,LANCER
2009 Hyundai i30,black,PETROL,HYUNDAI,AUTOMATIC,247000,5900,NSW,2009,i30,2.5,2.0,2.0,Hatchback,FWD,I30
2012 Nissan Tiida,grey,PETROL,NISSAN,AUTOMATIC,120000,7800,NSW,2012,Tiida,2.0,1.5,2.0,Hatchback,FWD,TIIDA
2012 Land Rover Discovery,silver,DIESEL,LAND-ROVER,AUTOMATIC,213700,12500,NSW,2012,Discovery,3.5,4.0,5.0,Large SUV,4WD,DISCOVERY
2018 Mitsubishi canter 515,white,DIESEL,MITSUBISHI,AUTOMATIC,180000,45000,NSW,2018,canter 515,3.0,1.5,5.0,Truck,RWD,CANTER
2016 Jeep Grand Cherokee,white,DIESEL,JEEP,AUTOMATIC,140500,15000,NSW,2016,Grand Cherokee,3.8,3.5,4.5,Large SUV,4WD,GRAND-CHEROKEE
2020 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,AUTOMATIC,121900,29100,NSW,2020,Hyundai iLOAD,3.0,2.5,4.0,Cargo Van,RWD,ILoad
2014 Holden Ute,blue,OTHER,HOLDEN,AUTOMATIC,230000,33000,NSW,2014,Ute,3.0,2.5,4.0,UTE,RWD,UTE
2025 Kia Sportage ,grey,DIESEL,KIA,AUTOMATIC,9000,51000,NSW,2025,Sportage,3.0,3.5,3.0,Medium SUV,AWD,SPORTAGE
2017 Mercedes-Benz e43 amg,black,PETROL,MERCEDES-BENZ,AUTOMATIC,125000,42000,NSW,2017,e43 amg,4.5,4.0,3.0,Sedan,AWD,E43-AMG
2015 Volkswagen Amarok,charcoal,DIESEL,VOLKSWAGEN,AUTOMATIC,163888,17800,QLD,2015,Amarok,3.5,2.8,4,Dual-Cab UTE,4WD,AMAROK
2014 Holden Holden Colorado,blue,DIESEL,HOLDEN,AUTOMATIC,197000,20000,QLD,2014,Holden Colorado,3.0,2.0,4.0,Dual-Cab UTE,4WD,COLORADO
2015 Nissan X-Trail,red,PETROL,NISSAN,AUTOMATIC,147000,12500,QLD,2015,X-Trail,2.5,2.5,3,Compact SUV,AWD,X-TRAIL
2021 Kia seltos,silver,PETROL,KIA,AUTOMATIC,50214,28490,NSW,2021,seltos,2.8,3.5,2,Compact SUV,FWD,SELTOS
2018 Ford Everest,red,DIESEL,FORD,AUTOMATIC,143000,26999,QLD,2018,Everest,3.5,3.0,4.0,Large SUV,4WD,EVEREST
2013 BMW 328i,white,OTHER,BMW,AUTOMATIC,177000,15000,QLD,2013,series 3,4.0,4.0,3.0,Sedan,RWD,328I
2012 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,AUTOMATIC,233000,12000,QLD,2012,Golf,3.0,3.0,2.0,Hatchback,FWD,GOLF
2007 MINI Cooper,blue,PETROL,MINI,MANUAL,217000,4900,QLD,2007,Cooper,3.5,3.5,1.0,Hatchback,FWD,COOPER
2016 Mitsubishi ASX,blue,PETROL,MITSUBISHI,MANUAL,251000,8500,QLD,2016,ASX,2.5,2.0,2.0,Compact SUV,FWD,ASX
2009 Holden Holden Colorado,grey,DIESEL,HOLDEN,MANUAL,330000,15000,QLD,2009,Holden Colorado,2.5,2.0,4.0,Dual-Cab UTE,4WD,COLORADO
2020 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,91000,27000,QLD,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30
2019 Toyota Hilux ,white,DIESEL,TOYOTA,MANUAL,141000,40000,QLD,2019,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX
2020 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,95530,23000,QLD,2020,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY
2017 Audi A3,black,PETROL,AUDI,AUTOMATIC,120000,18500,QLD,2017,A3,3.5,4.0,2.0,Sedan,FWD,A3
2014 Toyota Landcruiser 200,charcoal,DIESEL,TOYOTA,AUTOMATIC,166000,85000,QLD,2014,Landcruiser 200,3.5,4.0,5.0,Large SUV,4WD,LANDCRUISER
2004 Nissan Patrol,red,DIESEL,NISSAN,MANUAL,3000,50000,QLD,2004,Patrol,2.5,2.0,4.5,Large SUV,4WD,PATROL
2022 Ford Ranger,grey,PETROL,FORD,AUTOMATIC,42000,73500,QLD,2022,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER
2009 Nissan Elgrand,black,PETROL,NISSAN,AUTOMATIC,171642,15000,SA,2009,Elgrand,2.5,3.5,4.5,People mover,RWD,ELGRAND
2015 Holden ss commodore,black,PETROL,HOLDEN,MANUAL,145000,47000,SA,2015,ss commodore,4.5,3.5,4.0,Sedan,RWD,SS-COMMODORE
2008 Honda Jazz,blue,PETROL,HONDA,MANUAL,200000,3200,SA,2008,Jazz,2.0,2.0,1.0,Hatchback,FWD,JAZZ
2016 Mercedes-Benz gle 350 d,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,168000,35000,SA,2016,gle 350 d,3.5,4.0,4,Large SUV,4WD,GLE-350D
2017 BMW 3 series ,blue,PETROL,BMW,AUTOMATIC,30800,29999,SA,2017,series 3,3.5,4.0,3.0,Sedan,RWD,3-SERIES
2015 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,218000,10000,SA,2015,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2019 MINI countryman cooper s,red,PETROL,MINI,AUTOMATIC,30115,33998,SA,2019,countryman cooper s,3.5,3.5,2.0,SUV,AWD,COUNTRYMAN-COOPER-S
2021 Hyundai palisade,white,DIESEL,HYUNDAI,AUTOMATIC,130000,42000,SA,2021,palisade,3.5,4.0,5.0,Large SUV,AWD,PALISADE
2016 BMW 316i f30 chassis,white,PETROL,BMW,AUTOMATIC,140000,21500,SA,2016,316i f30 chassis,2.5,4.0,3.0,Sedan,RWD,316I
2012 Hyundai i30,blue,PETROL,HYUNDAI,AUTOMATIC,66000,12000,SA,2012,i30,3.0,2.5,2.0,Hatchback,FWD,I30
2001 Toyota RAV4,grey,PETROL,TOYOTA,AUTOMATIC,219000,5300,SA,2001,RAV4,2.5,2.5,2.0,Compact SUV,AWD,RAV4
2010 Ford Falcon,grey,PETROL,FORD,AUTOMATIC,161000,34000,SA,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2012 Land Rover Freelander,grey,DIESEL,LAND-ROVER,AUTOMATIC,188000,8400,SA,2012,Freelander,3.0,3.5,3.0,SUV,4WD,FREELANDER
2006 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,272000,4000,SA,2006,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY
2012 Mercedes-Benz C200,blue,PETROL,MERCEDES-BENZ,AUTOMATIC,215000,15000,SA,2012,c-class,3.2,4.0,3.0,Sedan,RWD,C200
2014 Holden Commodore,black,OTHER,HOLDEN,AUTOMATIC,132036,26500,SA,2014,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE
2023 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,25000,61500,SA,2023,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX
2009 Holden international,black,PETROL,HOLDEN,AUTOMATIC,299000,3000,SA,2009,international,3.0,2.5,3.0,Sedan,FWD,ASTRA
2016 Honda HR-V,white,PETROL,HONDA,AUTOMATIC,91200,16000,SA,2016,HR-V,2.5,3.0,2.0,Compact SUV,FWD,HR-V
2024 MINI jcw,black,PETROL,MINI,AUTOMATIC,7100,63900,VIC,2024,jcw,4.5,4.0,2.0,Hatchback,AWD,JCW
2019 Holden colorado lsx,white,DIESEL,HOLDEN,AUTOMATIC,121000,50000,VIC,2019,colorado lsx,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2011 Audi Q5,black,DIESEL,AUDI,AUTOMATIC,205000,11500,VIC,2011,Q5,3.0,4.0,3.0,Medium SUV,AWD,Q5
2023 Audi Q3,white,PETROL,AUDI,AUTOMATIC,38000,45000,VIC,2023,Q3,3.5,4.0,2.0,Compact SUV,AWD,Q3
2011 Audi A7,black,DIESEL,AUDI,AUTOMATIC,145000,20000,SA,2011,A7,3.5,4.0,3.5,Liftback,AWD,A7
2021 Lexus nx 300 luxury,white,PETROL,LEXUS,AUTOMATIC,67000,44000,VIC,2021,nx 300 luxury,3.5,4.0,3.0,Compact SUV,AWD,NX-300
2024 MG ZS EV Long Range 440km,blue,OTHER,MG,AUTOMATIC,300,29990,VIC,2024,zs ev long range 440km,3.0,3.0,2.0,Compact SUV,FWD,ZS-EV
2020 Volkswagen Tiguan,white,OTHER,VOLKSWAGEN,AUTOMATIC,57000,22000,VIC,2020,Tiguan,3.0,3.5,3.0,Medium SUV,AWD,TIGUAN
2015 Hyundai Tucson,white,PETROL,HYUNDAI,AUTOMATIC,112800,14999,VIC,2015,Tucson,3.0,2.5,3.0,Compact SUV,FWD,TUCSON
2016 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,210000,25000,VIC,2016,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER
2015 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,146000,20990,VIC,2015,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER
2005 Toyota Camry,grey,PETROL,TOYOTA,AUTOMATIC,230000,4700,VIC,2005,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY
2017 Mazda Mazda2,grey,PETROL,MAZDA,AUTOMATIC,120500,12999,VIC,2017,Mazda2,2.5,3.0,1.5,Hatchback,FWD,2
2013 Holden maloo r8,silver,PETROL,HOLDEN,MANUAL,69000,90000,VIC,2013,maloo r8,4.5,3.5,4.0,UTE,RWD,MALOO-R8
2010 Mazda Mazda3,grey,PETROL,MAZDA,MANUAL,151000,5200,VIC,2010,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2011 Volkswagen Amarok ,grey,DIESEL,VOLKSWAGEN,MANUAL,371000,7500,VIC,2011,Amarok,3.5,2.5,4.0,Dual-Cab UTE,4WD,AMAROK
2022 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,73000,55000,WA,2022,Landcruiser Prado,3.5,3.5,4.5,Large SUV,4WD,LANDCRUISER-PRADO
2025 Ford Everest,white,DIESEL,FORD,AUTOMATIC,31000,57950,WA,2025,Everest,3.5,3.5,4.5,Large SUV,4WD,EVEREST
2010 Mazda Mazda2,blue,PETROL,MAZDA,MANUAL,189573,4500,WA,2010,Mazda2,2.5,2.5,1.0,Hatchback,FWD,2
2015 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,201500,35000,WA,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2000 Ford Falcon,gold,PETROL,FORD,AUTOMATIC,162325,4900,WA,2000,Falcon,3.0,2.0,4.0,Sedan,RWD,FALCON
2013 Audi A4,white,DIESEL,AUDI,AUTOMATIC,117825,11500,WA,2013,A4,3.0,4.0,3.0,Sedan,AWD,A4
2001 Land Rover Defender,green,DIESEL,LAND-ROVER,MANUAL,215000,33500,WA,2001,Defender,2.0,2.0,4.0,SUV,4WD,DEFENDER
2001 Land Rover Defender,blue,DIESEL,LAND-ROVER,MANUAL,286000,21000,WA,2001,Defender,2.0,2.0,4.0,SUV,4WD,DEFENDER
2018 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,92000,16000,WA,2018,i30,3.0,3.0,2.0,Hatchback,FWD,I30
2011 Ford Territory,white,PETROL,FORD,AUTOMATIC,257370,6000,WA,2011,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY
2012 Toyota Landcruiser 200 series,white,DIESEL,TOYOTA,AUTOMATIC,242000,55000,WA,2012,landcruiser 200 series,3.5,3.5,4.5,Large SUV,4WD,LAND-CRUISER
2018 Toyota Prius,white,HYBRID,TOYOTA,AUTOMATIC,313316,13000,WA,2018,Prius,2.5,3.0,2.0,Liftback,FWD,PRIUS
2005 Holden Rodeo,white,PETROL,HOLDEN,MANUAL,170000,7000,WA,2005,Rodeo,2.5,2.0,3.5,Dual-Cab UTE,4WD,RODEO
2005 Mitsubishi Colt,silver,PETROL,MITSUBISHI,AUTOMATIC,43000,7500,SA,2005,Colt,2.5,2.0,1.5,Hatchback,FWD,COLT
2004 Ford Falcon,grey,PETROL,FORD,AUTOMATIC,280000,3000,QLD,2004,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2016 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,84000,60000,SA,2016,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE
2008 Mitsubishi Lancer,black,PETROL,MITSUBISHI,AUTOMATIC,290000,4000,SA,2008,Lancer,3.0,2.5,2.0,Sedan,FWD,LANCER
2013 Subaru Forester,grey,PETROL,SUBARU,AUTOMATIC,245000,11800,SA,2013,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER
2019 Mazda CX-3,white,PETROL,MAZDA,AUTOMATIC,89000,23000,VIC,2019,CX-3,2.5,3.0,2.0,Compact SUV,FWD,CX-3
2005 Kia Optima,blue,PETROL,KIA,AUTOMATIC,162017,4000,WA,2005,Optima,2.5,2.5,3.0,Sedan,FWD,OPTIMA
2012 Nissan Dualis +2,burgundy,PETROL,NISSAN,AUTOMATIC,162500,8900,NSW,2012,dualis +2,2.5,2.5,3.0,Compact SUV,AWD,DUALIS
2014 Mitsubishi ute,white,PETROL,MITSUBISHI,MANUAL,130000,14999,SA,2014,ute,3.0,2.0,4.0,Dual-Cab UTE,4WD,TRITON
2014 Mazda CX-9,black,PETROL,MAZDA,AUTOMATIC,360000,9000,NSW,2014,CX-9,3.0,3.5,4.0,Large SUV,AWD,CX-9
2005 Toyota Landcruiser,white,DIESEL,TOYOTA,MANUAL,250000,38000,WA,2005,Landcruiser,3.5,4.0,4.5,Large SUV,4WD,LAND-CRUISER
2003 Holden Commodore,white,PETROL,HOLDEN,MANUAL,294000,75000,NSW,2003,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
