marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2008 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,185000,8000,NSW,2008,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2010 Volkswagen Golf,blue,PETROL,VOLKSWAGEN,AUTOMATIC,179000,5900,NSW,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2010 Mazda CX-7,white,PETROL,MAZDA,AUTOMATIC,11000,4000,NSW,2010,CX-7,3.0,3.0,3.0,SUV,AWD,CX-7,CX-7
2018 Hyundai Hyundai Tucson special edition ,blue,PETROL,HYUNDAI,AUTOMATIC,115500,22000,VIC,2018,tucson special edition,3.0,3.5,2.0,Compact SUV,FWD,TUCSON,TUCSON
2014 Ford Ranger,grey,DIESEL,FORD,MANUAL,265000,15000,VIC,2014,Ranger,3.0,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2017 Subaru Forester,silver,PETROL,SUBARU,AUTOMATIC,148000,16000,VIC,2017,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2011 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,357000,6500,VIC,2011,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2010 Ford Falcon  Ute 🤘,white,OTHER,FORD,AUTOMATIC,147922,12498,VIC,2010,falcon  ute 🤘,3.5,2.5,4.0,UTE,RWD,FALCON,FALCON
2015 Mercedes-Benz sprinter 313 cdi,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,214500,25500,WA,2015,sprinter 313 cdi,2.5,3.5,4.0,Cargo Van,RWD,SPRINTER,SPRINTER-313-CDI
2019 Nissan Navara,white,DIESEL,NISSAN,MANUAL,82700,41500,VIC,2019,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2012 Holden Caprice,white,OTHER,HOLDEN,AUTOMATIC,428000,5000,VIC,2012,Caprice,3.5,4.0,4.5,Sedan,RWD,CAPRICE,CAPRICE
2013 Toyota hilux sr5 kun26r 4x4 (187846kms),white,DIESEL,TOYOTA,AUTOMATIC,187846,34490,WA,2013,hilux sr5 kun26r 4x4 (187846kms),3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2018 Toyota C-HR,grey,PETROL,TOYOTA,AUTOMATIC,111000,23900,VIC,2018,C-HR,2.5,3.0,2.0,Compact SUV,FWD,C-HR,C-HR
2009 Toyota vellfire/alphard,white,PETROL,TOYOTA,AUTOMATIC,168000,14500,VIC,2009,vellfire/alphard,2.5,3.5,4.5,People mover,FWD,ALPHARD,VELLFIRE/ALPHARD
2022 Nissan Navara,silver,DIESEL,NISSAN,AUTOMATIC,105000,55000,WA,2022,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2016 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,AUTOMATIC,189900,27990,NSW,2016,Pajero,3.5,3.0,4.0,Large SUV,4WD,PAJERO,PAJERO
2008 Mitsubishi Outlander,blue,PETROL,MITSUBISHI,AUTOMATIC,201000,5000,NSW,2008,Outlander,3.0,2.5,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2008 Honda Accord,silver,PETROL,HONDA,AUTOMATIC,385000,4500,NSW,2008,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD,ACCORD
2018 Toyota Hiace $2500 REDUCED= 4WD = Diesel ,silver,DIESEL,TOYOTA,AUTOMATIC,133000,33495,QLD,2018,hiace $2500 reduced= 4wd = diesel,2.5,1.5,4.0,Cargo Van,4WD,HIACE,HIACE
2012 Volkswagen touareg 180 tdi,white,DIESEL,VOLKSWAGEN,AUTOMATIC,265000,9500,QLD,2012,touareg 180 tdi,4.0,4.0,4.0,Large SUV,4WD,TOUAREG,TOUAREG
2004 Lexus is300 manual turbo,blue,PETROL,LEXUS,MANUAL,188000,28000,QLD,2004,is300 manual turbo,3.5,4.0,3.0,Sedan,RWD,IS,IS300
2022 Toyota Corolla touring S hybrid ,white,HYBRID,TOYOTA,AUTOMATIC,117950,23500,VIC,2022,corolla touring s hybrid,3.2,3.1,2.0,Sedan,FWD,COROLLA,COROLLA
2008 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,AUTOMATIC,590,5000,VIC,2008,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2011 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,330000,8000,VIC,2011,Corolla,2.5,2.0,2.0,Hatchback,FWD,COROLLA,COROLLA
2012 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,225000,32000,VIC,2012,Patrol,3.0,3.5,4.5,Large SUV,4WD,PATROL,PATROL
2018 Nissan Qashqai,white,PETROL,NISSAN,AUTOMATIC,109000,23500,VIC,2018,Qashqai,3.0,2.5,2.0,Compact SUV,FWD,QASHQAI,QASHQAI
2016 Jeep Wrangler Unlimited,black,PETROL,JEEP,MANUAL,120000,29000,VIC,2016,Wrangler Unlimited,3.0,2.5,4.0,SUV,4WD,WRANGLER,WRANGLER
2013 Nissan LEAF,white,OTHER,NISSAN,AUTOMATIC,76000,8900,QLD,2013,LEAF,2.5,2.0,2.0,Hatchback,FWD,LEAF,LEAF
2012 Volkswagen Polo,white,PETROL,VOLKSWAGEN,AUTOMATIC,220000,6999,WA,2012,Polo,3.0,2.5,1.5,Hatchback,FWD,POLO,POLO
2014 Ford Falcon,silver,PETROL,FORD,AUTOMATIC,128679,13000,WA,2014,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON,FALCON
2010 Hyundai Getz,white,PETROL,HYUNDAI,AUTOMATIC,184746,5000,WA,2010,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2005 Honda CR-V,grey,PETROL,HONDA,AUTOMATIC,320000,6500,WA,2005,CR-V,2.5,3.0,2.0,Compact SUV,4WD,CR-V,CR-V
2015 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,205000,42000,NSW,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2012 Nissan Navara,blue,DIESEL,NISSAN,MANUAL,270000,12000,WA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2005 Volkswagen Transporter ,white,DIESEL,VOLKSWAGEN,MANUAL,258000,6500,NSW,2005,transporter,2.0,2.5,4.0,Van,FWD,TRANSPORTER,TRANSPORTER
2012 Ford Fiesta,silver,PETROL,FORD,AUTOMATIC,125800,6500,WA,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2007 Lexus LS600H,black,OTHER,LEXUS,AUTOMATIC,146000,18500,VIC,2007,ls,4.5,5.0,4.0,Sedan,AWD,LS,LS600H
2014 Hyundai veloster turbo sr (very low kms),white,PETROL,HYUNDAI,AUTOMATIC,61000,17499,VIC,2014,veloster turbo sr (very low kms),3.5,3.0,2.0,Liftback,FWD,VELOSTER,VELOSTER-TURBO-SR
2017 Kia Sportage,white,PETROL,KIA,AUTOMATIC,316164,6990,WA,2017,Sportage,3.0,3.5,3.0,Compact SUV,FWD,SPORTAGE,SPORTAGE
2014 Audi A6,black,PETROL,AUDI,AUTOMATIC,157000,18387,VIC,2014,A6,3.5,4.0,3.0,Sedan,AWD,A6,A6
2001 Holden Commodore,white,OTHER,HOLDEN,AUTOMATIC,230000,3000,QLD,2001,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2019 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,329000,50000,VIC,2019,Sprinter,3.0,3.0,5.0,Cargo Van,RWD,SPRINTER,SPRINTER
2009 Ford Fiesta,black,PETROL,FORD,MANUAL,141082,4000,QLD,2009,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2018 Hyundai i30 pd my19 go automatic hatchback,grey,PETROL,HYUNDAI,AUTOMATIC,168112,17990,QLD,2018,i30 pd my19 go automatic hatchback,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2016 Toyota Kluger,black,PETROL,TOYOTA,AUTOMATIC,105074,27500,NSW,2016,kluger,3.5,3.0,4.0,Large SUV,AWD,KLUGER,KLUGER
2010 Mitsubishi Lancer,blue,PETROL,MITSUBISHI,AUTOMATIC,252000,5990,WA,2010,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2002 Holden Commodore,silver,PETROL,HOLDEN,AUTOMATIC,666666,6500,QLD,2002,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2018 Mercedes-Benz Vito,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,130000,26000,VIC,2018,Vito,3.0,3.5,4.0,Cargo van,RWD,VITO,VITO
2013 Audi A5,white,PETROL,AUDI,AUTOMATIC,141158,16000,VIC,2013,A5,3.5,4.0,3.0,Coupe,AWD,A5,A5
2010 Mitsubishi ASX 2WD Petrol RWC + REG,blue,PETROL,MITSUBISHI,AUTOMATIC,134612,10999,VIC,2010,asx 2wd petrol rwc + reg,2.5,2.0,2.0,Compact SUV,FWD,ASX,ASX
2009 Subaru forester xt,red,OTHER,SUBARU,AUTOMATIC,175000,12000,VIC,2009,forester xt,4.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER-XT
2016 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,166000,16400,VIC,2016,Outlander,3.0,3.0,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2020 LDV deliver 9  (finance available),white,OTHER,LDV,MANUAL,150000,22000,VIC,2020,deliver 9  (finance available),2.5,2.0,4.5,Cargo Van,RWD,DELIVER-9,DELIVER-9
2008 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,400000,15000,NSW,2008,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2002 Jeep Wrangler,blue,PETROL,JEEP,MANUAL,188000,9000,NSW,2002,Wrangler,2.5,2.0,3.0,Convertible,4WD,WRANGLER,WRANGLER
2010 Honda Odyssey,grey,PETROL,HONDA,AUTOMATIC,295150,6750,NSW,2010,Odyssey,3.0,3.5,4.0,People mover,FWD,ODYSSEY,ODYSSEY
2019 Audi q5 35 tfsi,white,PETROL,AUDI,AUTOMATIC,108998,27490,VIC,2019,q5 35 tfsi,2.5,3.5,3.0,Medium SUV,AWD,Q5,Q5
2018 Isuzu D-Max LS Hi-Ride Dual Cab 4x4 with Premium ARB Accessories,white,DIESEL,ISUZU,AUTOMATIC,133989,40000,QLD,2018,d-max ls hi-ride dual cab 4x4 with premium arb accessories,3.5,3.0,4.5,Dual-Cab UTE,4WD,D-MAX,D-MAX
2014 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AUTOMATIC,225000,15500,NSW,2014,Amarok,3.5,3.0,4.5,Dual-Cab UTE,4WD,AMAROK,AMAROK
2021 Ford Transit 430E LWB High Roof Jumbo Van,white,DIESEL,FORD,AUTOMATIC,158710,44990,QLD,2021,transit 430e lwb high roof jumbo van,3.0,1.5,5.0,Cargo Van,RWD,TRANSIT,TRANSIT
"2021 Ford ranger px mkiii my21.25 xls pick-up double cab 4dr spts auto 6sp, 4x4 991kg 3.2dt",white,DIESEL,FORD,AUTOMATIC,163995,27990,QLD,2021,"ranger px mkiii my21.25 xls pick-up double cab 4dr spts auto 6sp, 4x4 991kg 3.2dt",3.5,2.5,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2000 Toyota Landcruiser,grey,PETROL,TOYOTA,AUTOMATIC,400000,16000,QLD,2000,Landcruiser,3.0,3.5,4.5,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
"2018 Ford ranger px mkiii my19 xlt pick-up double cab 4dr spts auto 6sp, 4x4 970kg 3.2dt",white,DIESEL,FORD,AUTOMATIC,214986,21990,QLD,2018,"ranger px mkiii my19 xlt pick-up double cab 4dr spts auto 6sp, 4x4 970kg 3.2dt",3.8,3.5,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2011 Toyota hiace commuter. wheelchair lift,black,PETROL,TOYOTA,AUTOMATIC,227000,29950,VIC,2011,hiace commuter. wheelchair lift,2.0,1.5,5.0,Passenger van,RWD,HIACE,HIACE-COMMUTER
2014 Toyota Landcruiser Prado,grey,DIESEL,TOYOTA,AUTOMATIC,215000,30000,VIC,2014,Landcruiser Prado,3.5,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2010 Audi A4,silver,PETROL,AUDI,AUTOMATIC,109800,12000,VIC,2010,A4,3.0,3.5,3.0,Sedan,AWD,A4,A4
2010 Mitsubishi Triton,white,DIESEL,MITSUBISHI,AUTOMATIC,292960,11750,VIC,2010,triton,3.0,2.0,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2012 Ford Fiesta,red,PETROL,FORD,AUTOMATIC,144000,9000,VIC,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2021 Ford Ranger,blue,DIESEL,FORD,AUTOMATIC,155000,30000,NSW,2021,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2013 Jeep Grand Cherokee | 3yrs warranty,red,PETROL,JEEP,AUTOMATIC,182681,11900,VIC,2013,grand cherokee | 3yrs warranty,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2018 Mitsubishi Triton black line edition ,charcoal,DIESEL,MITSUBISHI,AUTOMATIC,215000,36500,NSW,2018,triton black line edition,3.0,2.5,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2020 Toyota Camry,white,HYBRID,TOYOTA,AUTOMATIC,120345,29000,NSW,2020,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2010 Ford Fiesta,grey,PETROL,FORD,MANUAL,201000,2500,VIC,2010,Fiesta,2.5,2.0,1.5,Hatchback,FWD,FIESTA,FIESTA
2018 Hyundai Santa Fe,white,DIESEL,HYUNDAI,AUTOMATIC,169000,28000,VIC,2018,Santa Fe,3.2,3.8,4.0,Large SUV,AWD,SANTA-FE,SANTA-FE
2013 Volkswagen touareg v6 180 tdi 4motion with air suspension,white,DIESEL,VOLKSWAGEN,AUTOMATIC,103375,25900,VIC,2013,touareg v6 180 tdi 4motion with air suspension,3.5,4.0,4.0,SUV,4WD,TOUAREG,TOUAREG
2016 Nissan juke ti-s turbo all wheel drive,grey,PETROL,NISSAN,AUTOMATIC,85100,15500,QLD,2016,juke ti-s turbo all wheel drive,3.0,3.0,2.0,Compact SUV,AWD,JUKE,JUKE
2008 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,184000,6000,QLD,2008,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2018 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,414000,15500,QLD,2018,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2010 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,185000,27100,QLD,2010,Patrol,3.5,2.5,4.5,Large SUV,4WD,PATROL,PATROL
2013 Volkswagen Golf,burgundy,PETROL,VOLKSWAGEN,AUTOMATIC,108063,12999,QLD,2013,Golf,3.2,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2018 Mazda BT-50,grey,DIESEL,MAZDA,AUTOMATIC,143000,35000,QLD,2018,BT-50,3.5,2.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2000 Mitsubishi Mirage,green,PETROL,MITSUBISHI,MANUAL,225000,6000,NSW,2000,Mirage,1.5,1.0,1.0,Hatchback,FWD,MIRAGE,MIRAGE
2018 Land Rover Discovery Sport,grey,DIESEL,LAND-ROVER,AUTOMATIC,128000,18500,NSW,2018,Discovery Sport,3.0,4.0,3.0,Compact SUV,4WD,DISCOVERY-SPORT,DISCOVERY-SPORT
2010 Holden  SSV auto Commodore ,green,PETROL,HOLDEN,AUTOMATIC,267300,9900,NSW,2010,commodore,4.0,3.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2006 HINO Dutro Medium 4500,white,DIESEL,HINO,MANUAL,350000,38000,VIC,2006,dutro medium 4500,2.0,1.0,4.0,Truck,RWD,DUTRO,DUTRO-4500
2017 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,209382,18000,VIC,2017,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2019 Renault Koleos,white,PETROL,RENAULT,AUTOMATIC,70300,22500,VIC,2019,Koleos,2.5,3.5,3.0,Medium SUV,AWD,KOLEOS,KOLEOS
2000 Mercedes-Benz Mercedes-Benz 350SL,blue,PETROL,MERCEDES-BENZ,AUTOMATIC,115000,20000,VIC,2000,Mercedes-Benz 350SL,3.5,4.0,3.5,Convertible,RWD,SL,350SL
2013 Lexus Lexus IS 250,silver,OTHER,LEXUS,AUTOMATIC,60000,32000,VIC,2013,Lexus IS 250,2.5,4.0,3.0,Sedan,RWD,IS,IS-250
2015 Holden vf calais v,white,PETROL,HOLDEN,AUTOMATIC,180000,32000,NSW,2015,vf calais v,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS-V
2019 Hyundai i30,silver,PETROL,HYUNDAI,AUTOMATIC,89137,17990,VIC,2019,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2007 Subaru Impreza,silver,OTHER,SUBARU,AUTOMATIC,296000,4000,NSW,2007,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2023 Kia Sportage,blue,PETROL,KIA,AUTOMATIC,43000,43000,NSW,2023,Sportage,3.0,3.5,3.0,Medium SUV,AWD,SPORTAGE,SPORTAGE
2018 Mazda BT-50,silver,DIESEL,MAZDA,AUTOMATIC,194588,21990,QLD,2018,BT-50,3.5,2.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2014 Nissan JUKE,black,PETROL,NISSAN,AUTOMATIC,217596,7990,QLD,2014,JUKE,2.5,2.0,2.0,Compact SUV,FWD,JUKE,JUKE
2016 Mitsubishi ASX,white,PETROL,MITSUBISHI,AUTOMATIC,168249,12999,QLD,2016,ASX,2.5,2.0,2.0,Compact SUV,FWD,ASX,ASX
2018 Nissan Navara,silver,OTHER,NISSAN,AUTOMATIC,145000,29950,QLD,2018,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2013 Holden Captiva,grey,DIESEL,HOLDEN,AUTOMATIC,153000,9500,QLD,2013,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA,CAPTIVA
2022 Kia Carnival,white,DIESEL,KIA,AUTOMATIC,105000,36900,QLD,2022,Carnival,3.5,4.0,5.0,People mover,FWD,CARNIVAL,CARNIVAL
2002 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,MANUAL,247000,7500,VIC,2002,Sprinter,2.0,3.5,5.0,Cargo Van,RWD,SPRINTER,SPRINTER
2012 Audi A4,silver,PETROL,AUDI,AUTOMATIC,170000,13000,VIC,2012,A4,3.5,4.0,3.0,Sedan,AWD,A4,A4
2014 Lexus es300h hybrid,white,HYBRID,LEXUS,AUTOMATIC,194968,19888,VIC,2014,es300h hybrid,3.5,4.0,3.0,Sedan,FWD,ES,ES300H
2008 Nissan X-Trail,silver,OTHER,NISSAN,AUTOMATIC,203000,9000,NSW,2008,X-Trail,2.5,2.5,3.0,Compact SUV,AWD,X-TRAIL,X-TRAIL
2009 Mercedes-Benz Vito,grey,DIESEL,MERCEDES-BENZ,MANUAL,283000,6500,VIC,2009,Vito,3.0,3.5,4.0,Cargo Van,RWD,VITO,VITO
2009 Nissan Tiida with RWC,black,PETROL,NISSAN,AUTOMATIC,202000,4995,VIC,2009,tiida with rwc,2.0,1.5,2.0,Hatchback,FWD,TIIDA,TIIDA
2015 Volkswagen Crafter 35 tdi300,white,DIESEL,VOLKSWAGEN,MANUAL,294000,38000,VIC,2015,crafter 35 tdi300,2.0,1.5,5.0,Cargo Van,RWD,CRAFTER,CRAfter
2007 Toyota Hiace,white,DIESEL,TOYOTA,MANUAL,257000,24500,NSW,2007,Hiace,2.0,1.5,4.0,Cargo van,RWD,HIACE,HIACE
2007 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,250000,17000,NSW,2007,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2023 Mazda BT-50,blue,DIESEL,MAZDA,AUTOMATIC,55000,42000,VIC,2023,BT-50,3.5,3.0,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2015 Toyota Yaris,white,PETROL,TOYOTA,AUTOMATIC,129000,14000,NSW,2015,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2013 Ford Ranger,black,DIESEL,FORD,AUTOMATIC,203000,20000,NSW,2013,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2010 Lexus Lexus IS 250,silver,PETROL,LEXUS,AUTOMATIC,197000,14000,NSW,2010,Lexus IS 250,2.5,4.0,3.0,Sedan,RWD,IS,LEXUS-IS-250
2012 Mazda CX-5,blue,DIESEL,MAZDA,AUTOMATIC,152349,11999,NSW,2012,CX-5,2.5,3.0,3.0,Compact SUV,AWD,CX-5,CX-5
2012 BMW X1,black,PETROL,BMW,AUTOMATIC,152000,10500,NSW,2012,X1,3.5,4.0,2.0,Compact SUV,AWD,X1,X1
2020 Lexus IS300,white,PETROL,LEXUS,AUTOMATIC,40000,55500,NSW,2020,IS300,3.5,4.0,3.0,Sedan,RWD,IS,IS300
2021 Nissan Navara PRO-4X Warrior D23 MY21.5 4X4 Dual Range,white,DIESEL,NISSAN,AUTOMATIC,177332,36999,VIC,2021,navara pro-4x warrior d23 my21.5 4x4 dual range,3.0,3.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2010 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,320000,16800,VIC,2010,Landcruiser Prado,3.5,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2004 Honda Civic,silver,PETROL,HONDA,AUTOMATIC,239000,5900,VIC,2004,Civic,2.5,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2016 Ford Ranger,silver,DIESEL,FORD,AUTOMATIC,250000,20999,VIC,2016,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2003 Toyota Corolla,black,PETROL,TOYOTA,AUTOMATIC,183840,3500,NSW,2003,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2009 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,223692,6500,NSW,2009,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2014 Audi A6,white,DIESEL,AUDI,AUTOMATIC,125187,18499,QLD,2014,A6,3.5,4.0,3.0,Sedan,AWD,A6,A6
2008 Honda Accord,black,PETROL,HONDA,AUTOMATIC,157000,6900,QLD,2008,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD,ACCORD
2024 Ford Ranger,white,PETROL,FORD,AUTOMATIC,28500,85000,QLD,2024,Ranger,3.8,3.5,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2018 Kia Picanto,white,PETROL,KIA,AUTOMATIC,229479,8500,QLD,2018,Picanto,2.0,2.5,1.0,Hatchback,FWD,PICANTO,PICANTO
2020 Renault Master,white,DIESEL,RENAULT,AUTOMATIC,111000,24000,QLD,2020,Master,2.5,2.0,5.0,Cargo Van,FWD,MASTER,MASTER
2015 Toyota Corolla,blue,PETROL,TOYOTA,AUTOMATIC,177000,14500,QLD,2015,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA,COROLLA
2015 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,220000,6000,QLD,2015,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2010 Suzuki Swift,white,PETROL,SUZUKI,AUTOMATIC,229700,6900,QLD,2010,Swift,2.5,2.0,1.0,Hatchback,FWD,SWIFT,SWIFT
2012 Nissan Navara,grey,DIESEL,NISSAN,MANUAL,230000,11000,QLD,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2011 Holden Commodore,white,OTHER,HOLDEN,AUTOMATIC,184000,10000,QLD,2011,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2002 Holden Ute,gold,OTHER,HOLDEN,MANUAL,207000,17000,QLD,2002,Ute,3.0,2.5,4.0,UTE,RWD,UTE,UTE
2013 Subaru Impreza,white,PETROL,SUBARU,AUTOMATIC,140000,9500,QLD,2013,Impreza,3.0,2.5,2.0,Hatchback,AWD,IMPREZA,IMPREZA
2016 Kia Rio,charcoal,PETROL,KIA,MANUAL,87000,8000,QLD,2016,Rio,2.5,2.0,2.0,Hatchback,FWD,RIO,RIO
2020 Volkswagen Polo,black,PETROL,VOLKSWAGEN,AUTOMATIC,81886,13500,QLD,2020,Polo,3.0,3.0,2.0,Hatchback,FWD,POLO,POLO
2011 Hyundai i30,white,DIESEL,HYUNDAI,MANUAL,245000,4500,QLD,2011,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2009 Land Rover TDV8 range rover sport,red,DIESEL,LAND-ROVER,AUTOMATIC,171000,27990,QLD,2009,tdv8 range rover sport,3.5,4.5,4.0,Large SUV,4WD,RANGE-ROVER-SPORT,RANGE-ROVER-SPORT
2009 Toyota Landcruiser 200,white,OTHER,TOYOTA,AUTOMATIC,303000,55000,QLD,2009,Landcruiser 200,3.5,4.0,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER
2016 Ford Kuga,black,DIESEL,FORD,AUTOMATIC,137630,6000,QLD,2016,Kuga,3.0,2.5,3.0,Medium SUV,AWD,KUGA,KUGA
2015 Ford Ranger,grey,DIESEL,FORD,MANUAL,192000,29999,QLD,2015,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2015 Hyundai Ix35,white,PETROL,HYUNDAI,AUTOMATIC,192980,13500,QLD,2015,Ix35,2.5,3.0,3.0,Compact SUV,FWD,IX35,IX35
2010 Holden Commodore,black,PETROL,HOLDEN,MANUAL,265000,14000,QLD,2010,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2012 Suzuki Swift,black,PETROL,SUZUKI,MANUAL,173457,4750,QLD,2012,Swift,2.5,2.0,1.5,Hatchback,FWD,SWIFT,SWIFT
2014 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,195000,11000,QLD,2014,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2006 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,203000,4300,QLD,2006,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2019 Toyota Corolla,black,HYBRID,TOYOTA,AUTOMATIC,101626,16500,QLD,2019,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2006 Ford Falcon,silver,PETROL,FORD,AUTOMATIC,182000,3500,QLD,2006,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON,FALCON
2021 Mercedes-Benz gle 63s,white,PETROL,MERCEDES-BENZ,AUTOMATIC,50000,147599,QLD,2021,gle 63s,4.8,4.5,4.0,Large SUV,AWD,GLE,GLE-63S
2017 Ford Ranger,white,DIESEL,FORD,MANUAL,279950,15950,QLD,2017,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
